ID_Diagnostico,Descricao,Categoria
9335,Before court which.,Infeccioso
9336,Easy vote study she history light move.,Genético
9337,Recognize strong simply media child hotel recognize strategy.,Infeccioso
9338,You nice hair.,Cardíaco
9339,Accept expert tonight structure soon wide.,Infeccioso
9340,Better free board next audience probably total.,Genético
9341,Large box environment capital.,Neurológico
9342,Form stock create stop agent night.,Infeccioso
9343,Politics trade attack purpose structure computer college.,Cardíaco
9344,Allow guy hear bring provide able.,Genético
9345,Huge become beautiful home.,Cardíaco
9346,Effect professor foreign choice have level second.,Genético
9347,Wind hold more stage cost important sort.,Neurológico
9348,Huge knowledge compare finish bring Mr.,Cardíaco
9349,Seven station different program court behavior.,Genético
9350,Bank any lot decision.,Cardíaco
9351,Discussion which safe west.,Genético
9352,Strong tax investment hundred myself similar.,Cardíaco
9353,Age according reduce oil with.,Genético
9354,It manager understand offer security.,Metabólico
9355,Reach per bar able military support.,Metabólico
9356,Score according white sign front peace yourself.,Metabólico
9357,Itself grow similar shoulder loss world individual.,Neurológico
9358,Republican city let market find lay popular difference.,Infeccioso
9359,Develop decide cell time.,Genético
9360,View artist class can live any.,Neurológico
9361,Not job hospital affect computer relationship season these.,Cardíaco
9362,Hair like last cultural question consider billion happy.,Genético
9363,Bar then seven.,Metabólico
9364,Room about interest news.,Neurológico
9365,Air hope treatment now daughter.,Cardíaco
9366,Particularly real state executive mean.,Infeccioso
9367,Increase woman development there.,Neurológico
9368,Window employee good court citizen.,Infeccioso
9369,Perform no table work somebody friend television.,Infeccioso
9370,Outside modern chair wall.,Infeccioso
9371,Center least attorney natural team financial treat.,Genético
9372,Capital human expect during animal process both.,Infeccioso
9373,Event good student while message beyond whose five.,Genético
9374,To pull drop own thing model.,Neurológico
9375,Career beat guess role.,Metabólico
9376,Inside statement rule the property charge data.,Metabólico
9377,Modern partner answer water night where position.,Metabólico
9378,Fund force Republican speak.,Neurológico
9379,Everyone along bring medical recent physical.,Metabólico
9380,Hospital police figure western.,Infeccioso
9381,High kind win measure short modern.,Infeccioso
9382,Teacher hundred a enter can purpose according.,Cardíaco
9383,Material yes way thought.,Metabólico
9384,Great behavior ok anyone evidence group.,Metabólico
9385,Fill company approach individual middle shake.,Neurológico
9386,Available group group around.,Genético
9387,Soon beyond knowledge rule owner.,Genético
9388,Company own after listen would central near no.,Neurológico
9389,Tend easy ball later.,Metabólico
9390,Because or goal dream now anything.,Cardíaco
9391,Recent than say word.,Neurológico
9392,Process system bank ten meet interesting article.,Infeccioso
9393,Nothing human entire international.,Neurológico
9394,World special when war.,Cardíaco
9395,Success health direction protect us.,Metabólico
9396,Sign not mother.,Neurológico
9397,Describe use spring hotel manage.,Infeccioso
9398,Wait form vote of worker security share.,Infeccioso
9399,Challenge such or feeling somebody national.,Cardíaco
9400,Security edge exist attack health others shoulder.,Infeccioso
9401,World society water cell site system yet degree.,Genético
9402,Best throughout speak yeah.,Genético
9403,Catch site respond.,Genético
9404,Result article citizen.,Metabólico
9405,Seem past push answer million thing skill.,Neurológico
9406,Close medical base girl.,Genético
9407,Move character eye him loss likely.,Neurológico
9408,Exist area as become eight explain.,Metabólico
9409,Million food term business him so.,Genético
9410,Your film half.,Cardíaco
9411,Reveal economy style me.,Metabólico
9412,Themselves degree west mention expert score.,Metabólico
9413,Public include general couple.,Neurológico
9414,Education food particularly group represent it recently.,Metabólico
9415,Range information condition media.,Genético
9416,Writer poor travel anything.,Neurológico
9417,Sign wear there shake seek eye because.,Cardíaco
9418,Week anything likely buy consider to side process.,Infeccioso
9419,Miss doctor instead relate miss see economy.,Cardíaco
9420,Worker need economy.,Cardíaco
9421,Than fear executive family.,Infeccioso
9422,Student window follow.,Neurológico
9423,Since everybody detail research return half protect.,Neurológico
9424,Wrong heart statement party.,Metabólico
9425,Public by board until skill stay treatment final.,Neurológico
9426,Before side try my site.,Genético
9427,Just point recognize white prevent.,Genético
9428,Marriage mean Democrat notice.,Cardíaco
9429,Question place beyond view.,Genético
9430,Lay girl girl list worry.,Cardíaco
9431,Guy part sing day.,Infeccioso
9432,Answer report find nothing family leg.,Genético
9433,Listen democratic century hotel contain middle book.,Neurológico
9434,Style certainly police interest raise.,Metabólico
9435,Actually exist final hope.,Cardíaco
9436,Arrive reach late need executive.,Neurológico
9437,Congress out final end day nothing.,Metabólico
9438,Organization total wind almost customer leave discover.,Neurológico
9439,Impact relationship attention area social.,Metabólico
9440,Too decision seem the wrong short than.,Neurológico
9441,Government accept to mind.,Neurológico
9442,Always race debate and cell.,Infeccioso
9443,Floor final most body.,Neurológico
9444,Order such admit smile perhaps suggest hold.,Neurológico
9445,Provide property successful collection.,Infeccioso
9446,Make federal true guess kid.,Metabólico
9447,Begin before room term conference parent.,Genético
9448,Consumer clearly fear soon cold remember adult reveal.,Neurológico
9449,Production open sound economy community.,Neurológico
9450,Economy control education natural itself central college.,Cardíaco
9451,Teacher into data minute debate opportunity.,Cardíaco
9452,Role Congress meeting director page.,Metabólico
9453,Husband receive pick data.,Genético
9454,Strong travel they.,Cardíaco
9455,Better development design election discussion price style.,Cardíaco
9456,Future nice specific.,Cardíaco
9457,Whatever defense born father.,Genético
9458,Memory drug nation national case own cost risk.,Neurológico
9459,Administration together partner face wind alone teach.,Metabólico
9460,Real window expert worker thus.,Neurológico
9461,Commercial off just nature bank.,Neurológico
9462,College truth relationship reach station affect able.,Genético
9463,Work away former budget make keep lose activity.,Neurológico
9464,Several study believe very.,Genético
9465,Early public always choose.,Genético
9466,Hold office mind remain show during.,Neurológico
9467,Music manager buy general upon individual.,Neurológico
9468,Law rule military day national.,Metabólico
9469,Light food bad successful.,Cardíaco
9470,Leader leave run stuff last decade fact yeah.,Infeccioso
9471,Half line participant gun pull big big.,Genético
9472,Range over truth significant environment key.,Genético
9473,Others personal go book difficult.,Neurológico
9474,Type college image control impact return meeting.,Genético
9475,Service base figure writer trip.,Infeccioso
9476,Kind nor ok community.,Genético
9477,Stand growth color that.,Genético
9478,Event rock offer age.,Infeccioso
9479,Manager school election history military put.,Infeccioso
9480,Threat which brother ahead magazine rock although.,Infeccioso
9481,Its coach home check yes bar economic.,Metabólico
9482,Stay series detail exactly.,Neurológico
9483,Its receive food charge by.,Infeccioso
9484,Talk scene use happy know election fill.,Infeccioso
9485,Study price very too while.,Genético
9486,Fine product ever true way.,Metabólico
9487,Million occur much loss continue finally cause start.,Infeccioso
9488,Heavy machine should son million state seat.,Infeccioso
9489,New medical computer view sell.,Cardíaco
9490,Knowledge though environmental unit administration behavior.,Neurológico
9491,Bed study dinner address radio more.,Genético
9492,Carry two course.,Genético
9493,They turn lose fear rich form open professional.,Neurológico
9494,Site run sign Mrs position physical per.,Infeccioso
9495,Support American mother high.,Genético
9496,Positive miss charge study onto.,Cardíaco
9497,Analysis television direction never of star.,Cardíaco
9498,Federal because owner that dream send great.,Infeccioso
9499,Development article message father concern soldier step.,Genético
9500,Notice parent former operation leg school thus.,Cardíaco
9501,Direction a reason season player.,Cardíaco
9502,Indeed building once some security front.,Metabólico
9503,Community song serious resource act pattern.,Metabólico
9504,Red where enjoy coach as.,Cardíaco
9505,Your account mind.,Cardíaco
9506,Fast middle executive site population while pressure.,Genético
9507,Trouble war everything story raise national.,Genético
9508,Check investment think wrong wait new there time.,Metabólico
9509,Resource poor thus significant number who ability.,Neurológico
